id,country,Year (2010-2018),gini_index,palma,ratio_top20bottom20,bottom40,region_un,oecd (Countries that support the free market),incomegroup, gdp_ppp_pc_usd2011 , population 
5356,Indonesia,1993,35.35,1.47,5.58,19.44,Asia,Non-OECD,Lower middle income,5332,190851184
5357,Indonesia,1996,36,,,,Asia,Non-OECD,Lower middle income,6387,199914831
5358,Indonesia,1996,27,,,,Asia,Non-OECD,Lower middle income,6387,199914831
5359,Indonesia,1996,36,,,,Asia,Non-OECD,Lower middle income,6387,199914831
5360,Indonesia,1996,34.41,1.42,5.18,20.32,Asia,Non-OECD,Lower middle income,6387,199901232
5361,Indonesia,1996,27.59,1,3.84,23.48,Asia,Non-OECD,Lower middle income,6387,199901232
5362,Indonesia,1996,37.55,1.65,6.22,18.38,Asia,Non-OECD,Lower middle income,6387,199901232
5363,Indonesia,1998,31.07,1.19,4.51,21.81,Asia,Non-OECD,Lower middle income,5645,205724592
5364,Indonesia,1998,25.68,0.9,3.55,24.36,Asia,Non-OECD,Lower middle income,5645,205724592
5365,Indonesia,1998,33.77,1.35,5.22,20.15,Asia,Non-OECD,Lower middle income,5645,205724592
5366,Indonesia,1999,30.8,,,,Asia,Non-OECD,Lower middle income,5611,208612556
5367,Indonesia,1999,24,,,,Asia,Non-OECD,Lower middle income,5611,208612556
5368,Indonesia,1999,32,,,,Asia,Non-OECD,Lower middle income,5611,208612556
5369,Indonesia,1999,31.03,1.2,4.42,22.06,Asia,Non-OECD,Lower middle income,5611,208615168
5370,Indonesia,1999,24.76,0.86,3.4,24.82,Asia,Non-OECD,Lower middle income,5611,208615168
5371,Indonesia,1999,35.37,1.48,5.42,19.86,Asia,Non-OECD,Lower middle income,5611,208615168
5372,Indonesia,2000,28.54,1.06,3.99,23.1,Asia,Non-OECD,Lower middle income,5807,211513824
5373,Indonesia,2000,24.1,0.83,3.28,25.19,Asia,Non-OECD,Lower middle income,5807,211513824
5374,Indonesia,2000,31.65,1.23,4.66,21.4,Asia,Non-OECD,Lower middle income,5807,211513824
5375,Indonesia,2001,28.98,1.09,4.04,22.98,Asia,Non-OECD,Lower middle income,5936,214427424
5376,Indonesia,2001,23.9,0.83,3.23,25.4,Asia,Non-OECD,Lower middle income,5936,214427424
5377,Indonesia,2001,31.76,1.24,4.66,21.33,Asia,Non-OECD,Lower middle income,5936,214427424
5378,Indonesia,2002,33,,,,Asia,Non-OECD,Lower middle income,6116,217508059
5379,Indonesia,2002,34.3,1.4,5.15,20.3,Asia,Non-OECD,Lower middle income,6116,217508059
5380,Indonesia,2002,31.67,1.24,4.53,21.65,Asia,Non-OECD,Lower middle income,6120,217357792
5381,Indonesia,2002,25.53,0.9,3.46,24.53,Asia,Non-OECD,Lower middle income,6120,217357792
5382,Indonesia,2002,33.94,1.38,5.11,20.37,Asia,Non-OECD,Lower middle income,6120,217357792
5383,Indonesia,2003,32,,,,Asia,Non-OECD,Lower middle income,6320,220545214
5384,Indonesia,2003,31.85,1.24,4.63,21.32,Asia,Non-OECD,Lower middle income,6326,220309472
5385,Indonesia,2003,25.36,0.88,3.46,24.44,Asia,Non-OECD,Lower middle income,6326,220309472
5386,Indonesia,2003,34.01,1.36,5.27,19.85,Asia,Non-OECD,Lower middle income,6326,220309472
5387,Indonesia,2004,32,,,,Asia,Non-OECD,Lower middle income,6546,223614649
5388,Indonesia,2004,32.69,1.29,4.93,20.82,Asia,Non-OECD,Lower middle income,6556,223285664
5389,Indonesia,2004,26.53,0.93,3.72,23.58,Asia,Non-OECD,Lower middle income,6556,223285664
5390,Indonesia,2004,34.31,1.39,5.34,19.8,Asia,Non-OECD,Lower middle income,6556,223285664
5391,Indonesia,2005,36,,,,Asia,Non-OECD,Lower middle income,6825,226712730
5392,Indonesia,2005,32.97,1.31,4.93,20.83,Asia,Non-OECD,Lower middle income,6837,226289472
5393,Indonesia,2005,27.9,1.02,3.92,23.3,Asia,Non-OECD,Lower middle income,6837,226289472
5394,Indonesia,2005,34.19,1.39,5.28,20.19,Asia,Non-OECD,Lower middle income,6837,226289472
5395,Indonesia,2006,33,,,,Asia,Non-OECD,Lower middle income,7102,229838202
5396,Indonesia,2006,34.24,1.4,5.28,20.17,Asia,Non-OECD,Lower middle income,7118,229318272
5397,Indonesia,2006,28.92,1.07,4.15,22.7,Asia,Non-OECD,Lower middle income,7118,229318272
5398,Indonesia,2006,35.52,1.48,5.66,19.41,Asia,Non-OECD,Lower middle income,7118,229318272
5399,Indonesia,2007,36,,,,Asia,Non-OECD,Lower middle income,7451,232989141
5400,Indonesia,2007,35.65,1.49,5.6,19.38,Asia,Non-OECD,Lower middle income,7470,232374240
5401,Indonesia,2007,30.11,1.13,4.33,22.06,Asia,Non-OECD,Lower middle income,7470,232374240
5402,Indonesia,2007,37.08,1.6,6.13,18.38,Asia,Non-OECD,Lower middle income,7470,232374240
5403,Indonesia,2008,35,,,,Asia,Non-OECD,Lower middle income,7793,236159276
5404,Indonesia,2008,35.11,1.46,5.47,19.57,Asia,Non-OECD,Lower middle income,7815,235469744
5405,Indonesia,2008,29.98,1.13,4.3,22.05,Asia,Non-OECD,Lower middle income,7815,235469744
5406,Indonesia,2008,36.72,1.57,6.06,18.55,Asia,Non-OECD,Lower middle income,7815,235469744
5407,Indonesia,2009,37,,,,Asia,Non-OECD,Lower middle income,8045,239340478
5408,Indonesia,2009,35.07,1.46,5.42,19.77,Asia,Non-OECD,Lower middle income,8069,238620544
5409,Indonesia,2009,29.5,1.1,4.2,22.45,Asia,Non-OECD,Lower middle income,8069,238620544
5410,Indonesia,2009,37.2,1.62,6.13,18.5,Asia,Non-OECD,Lower middle income,8069,238620544
5411,Indonesia,2010,38,,,,Asia,Non-OECD,Lower middle income," $8,433.00 "," 242,524,123.00 "
5412,Indonesia,2010,36.38,1.54,5.84,18.69,Asia,Non-OECD,Lower middle income," $8,458.00 "," 241,834,224.00 "
5413,Indonesia,2010,31.53,1.2,4.63,20.98,Asia,Non-OECD,Lower middle income," $8,458.00 "," 241,834,224.00 "
5414,Indonesia,2010,38.2,1.69,6.54,17.56,Asia,Non-OECD,Lower middle income," $8,458.00 "," 241,834,224.00 "
5415,Indonesia,2011,39,,,,Asia,Non-OECD,Lower middle income," $8,838.00 "," 245,707,511.00 "
5416,Indonesia,2011,39.69,1.84,6.69,17.45,Asia,Non-OECD,Lower middle income," $8,859.00 "," 245,115,984.00 "
5417,Indonesia,2011,34.1,1.38,5.14,19.97,Asia,Non-OECD,Lower middle income," $8,859.00 "," 245,115,984.00 "
5418,Indonesia,2011,42.22,2.08,7.72,16.1,Asia,Non-OECD,Lower middle income," $8,859.00 "," 245,115,984.00 "
5419,Indonesia,2012,41,,,,Asia,Non-OECD,Lower middle income," $9,251.00 "," 248,883,232.00 "
5420,Indonesia,2012,39.64,1.83,6.61,17.59,Asia,Non-OECD,Lower middle income," $9,267.00 "," 248,451,712.00 "
5421,Indonesia,2012,32.98,1.3,4.86,20.6,Asia,Non-OECD,Lower middle income," $9,267.00 "," 248,451,712.00 "
5422,Indonesia,2012,42.48,2.11,7.82,16,Asia,Non-OECD,Lower middle income," $9,267.00 "," 248,451,712.00 "
5423,Indonesia,2012,39,,,,Asia,Non-OECD,Lower middle income," $9,251.00 "," 248,883,232.00 "
5424,Indonesia,2012,39.4,,,,Asia,Non-OECD,Lower middle income," $9,251.00 "," 248,883,232.00 "
5425,Indonesia,2013,40.6,,,,Asia,Non-OECD,Lower middle income," $9,643.00 "," 252,032,263.00 "
5426,Indonesia,2013,39.94,1.85,6.71,17.41,Asia,Non-OECD,Lower middle income," $9,652.00 "," 251,805,312.00 "
5427,Indonesia,2013,32.05,1.24,4.68,21.04,Asia,Non-OECD,Lower middle income," $9,652.00 "," 251,805,312.00 "
5428,Indonesia,2013,43.11,2.16,8.11,15.4,Asia,Non-OECD,Lower middle income," $9,652.00 "," 251,805,312.00 "
5429,Indonesia,2014,41.4,,,,Asia,Non-OECD,Lower middle income," $10,003.00 "," 255,131,116.00 "
5430,Indonesia,2014,39.38,1.81,6.57,17.58,Asia,Non-OECD,Lower middle income," $10,003.00 "," 255,128,080.00 "
5431,Indonesia,2014,31.91,1.24,4.67,20.94,Asia,Non-OECD,Lower middle income," $10,003.00 "," 255,128,080.00 "
5432,Indonesia,2014,42.77,2.14,7.96,15.62,Asia,Non-OECD,Lower middle income," $10,003.00 "," 255,128,080.00 "
5433,Indonesia,2015,40.2,,,,Asia,Non-OECD,Lower middle income," $10,368.00 "," 258,162,113.00 "
5434,Indonesia,2015,39.7,1.85,6.77,17.53,Asia,Non-OECD,Lower middle income," $10,359.00 "," 258,383,248.00 "
5435,Indonesia,2015,33.42,1.34,5.06,20.42,Asia,Non-OECD,Lower middle income," $10,359.00 "," 258,383,248.00 "
5436,Indonesia,2015,42.75,2.16,8.07,15.83,Asia,Non-OECD,Lower middle income," $10,359.00 "," 258,383,248.00 "
5437,Indonesia,2016,39.4,,,,Asia,Non-OECD,Lower middle income," $10,766.00 "," 261,115,456.00 "
5438,Indonesia,2016,38.57,1.74,6.64,17.49,Asia,Non-OECD,Lower middle income," $10,748.00 "," 261,556,384.00 "
5439,Indonesia,2016,32.66,1.28,4.99,20.4,Asia,Non-OECD,Lower middle income," $10,748.00 "," 261,556,384.00 "
5440,Indonesia,2016,41.03,1.99,7.79,15.91,Asia,Non-OECD,Lower middle income," $10,748.00 "," 261,556,384.00 "
5441,Indonesia,2017,39.1,,,,Asia,Non-OECD,Lower middle income," $11,189.00 "," 263,991,379.00 "
5442,Indonesia,2017,38.07,1.68,6.6,17.59,Asia,Non-OECD,Lower middle income," $11,161.00 "," 264,650,976.00 "
5443,Indonesia,2017,32.05,1.22,4.95,20.36,Asia,Non-OECD,Lower middle income," $11,161.00 "," 264,650,976.00 "
5444,Indonesia,2017,40.69,1.92,7.71,16.03,Asia,Non-OECD,Lower middle income," $11,161.00 "," 264,650,976.00 "
5445,Iran,1959,53.8,3.69,16.31,11.8,Asia,Non-OECD,Upper middle income,,21350524
5446,Iran,1959,45.5,2.54,10.95,13.9,Asia,Non-OECD,Upper middle income,,21350524
5447,Iran,1968,50.2,3.13,13.6,12.7,Asia,Non-OECD,Upper middle income,,27032943
5448,Iran,1969,47.1,2.84,11.89,12.99,Asia,Non-OECD,Upper middle income,,27765243
5449,Iran,1969,35.6,,,,Asia,Non-OECD,Upper middle income,,27765243
5450,Iran,1969,41.6,,,,Asia,Non-OECD,Upper middle income,,27765243
5451,Iran,1969,41.9,,,,Asia,Non-OECD,Upper middle income,,27765243
5452,Iran,1970,48.5,3,13.24,12.71,Asia,Non-OECD,Upper middle income,,28514010
5453,Iran,1970,36.8,,,,Asia,Non-OECD,Upper middle income,,28514010
5454,Iran,1970,42.3,,,,Asia,Non-OECD,Upper middle income,,28514010
5455,Iran,1970,45.5,,,,Asia,Non-OECD,Upper middle income,,28514010
5456,Iran,1971,56.1,,,,Asia,Non-OECD,Upper middle income,,29281268
5457,Iran,1971,50.5,3.39,14.87,11.65,Asia,Non-OECD,Upper middle income,,29281268
5458,Iran,1971,39,,,,Asia,Non-OECD,Upper middle income,,29281268
5459,Iran,1971,41.5,,,,Asia,Non-OECD,Upper middle income,,29281268
5460,Iran,1971,43.6,,,,Asia,Non-OECD,Upper middle income,,29281268
5461,Iran,1972,49.2,3.11,14.26,11.88,Asia,Non-OECD,Upper middle income,,30074298
5462,Iran,1972,36.6,,,,Asia,Non-OECD,Upper middle income,,30074298
5463,Iran,1972,40.3,,,,Asia,Non-OECD,Upper middle income,,30074298
5464,Iran,1972,42.3,,,,Asia,Non-OECD,Upper middle income,,30074298
5465,Iran,1973,49.5,3.18,14.74,11.96,Asia,Non-OECD,Upper middle income,,30904271
5466,Iran,1974,46,,,,Asia,Non-OECD,Upper middle income,,31785500
5467,Iran,1984,42.9,,,,Asia,Non-OECD,Upper middle income,,45474708
5468,Iran,1986,47.42,2.8,11.51,13.18,Asia,Non-OECD,Upper middle income,,49260260
5469,Iran,1990,43.6,2.27,9.47,14.78,Asia,Non-OECD,Upper middle income,11364,56366212
5470,Iran,1994,43,2.2,8.93,15.16,Asia,Non-OECD,Upper middle income,12158,60590608
5471,Iran,1998,44.1,2.33,9.67,14.48,Asia,Non-OECD,Upper middle income,12719,63971836
5472,Iran,2005,43.56,2.24,9.38,14.88,Asia,Non-OECD,Upper middle income,15764,69762344
5473,Iran,2006,44.75,2.4,10.01,14.19,Asia,Non-OECD,Upper middle income,16366,70554760
5474,Iran,2009,42.05,2.06,8.99,15.15,Asia,Non-OECD,Upper middle income,17342,72924832
5475,Iran,2013,37.36,1.61,6.57,17.94,Asia,Non-OECD,Upper middle income," $16,587.00 "," 76,481,960.00 "
5476,Iran,2014,38.78,1.73,7.26,17.19,Asia,Non-OECD,Upper middle income," $17,131.00 "," 77,465,768.00 "
5477,Iran,2015,39.47,1.8,7.39,16.96,Asia,Non-OECD,Upper middle income," $16,683.00 "," 78,492,208.00 "
5478,Iran,2016,39.97,1.85,7.61,16.67,Asia,Non-OECD,Upper middle income," $18,664.00 "," 79,563,992.00 "
5479,Iraq,1956,62.9,7.66,31.86,6.5,Asia,Non-OECD,Upper middle income,,6646643
5480,Iraq,1956,56.8,,,,Asia,Non-OECD,Upper middle income,,6646643
5481,Iraq,1956,60,,34,8,Asia,Non-OECD,Upper middle income,,6646643
5482,Iraq,2004,35.1,,6.4,17.6,Asia,Non-OECD,Upper middle income,10711,26316609
5483,Iraq,2004,41.5,,,,Asia,Non-OECD,Upper middle income,10711,26316609
5484,Iraq,2007,35.1,1.45,,19.2,Asia,Non-OECD,Upper middle income,11774,27911242
5485,Iraq,2007,28.6,1.04,4.11,22.67,Asia,Non-OECD,Upper middle income,11774,27911242
5486,Iraq,2012,36.7,1.57,,18.3,Asia,Non-OECD,Upper middle income," $15,033.00 "," 31,890,012.00 "
5487,Iraq,2012,29.54,1.08,4.38,21.93,Asia,Non-OECD,Upper middle income," $15,033.00 "," 31,890,012.00 "
5488,Ireland,1973,37.6,,,,Europe,OECD,High income,,3079295
5489,Ireland,1973,38.7,,,,Europe,OECD,High income,,3079295
5490,Ireland,1973,36.7,1.6,8.52,16.5,Europe,OECD,High income,,3079295
5491,Ireland,1973,30,1.12,4.68,21.6,Europe,OECD,High income,,3079295
5492,Ireland,1980,36.7,,,,Europe,OECD,High income,,3434953
5493,Ireland,1980,39.3,,,,Europe,OECD,High income,,3434953
5494,Ireland,1980,36,1.52,8.06,16.9,Europe,OECD,High income,,3434953
5495,Ireland,1987,35.9,1.5,6.42,18.31,Europe,OECD,High income,,3515827
5496,Ireland,1987,32.9,1.27,5.43,19.65,Europe,OECD,High income,,3515827
5497,Ireland,1987,39.9,1.82,8.1,16.31,Europe,OECD,High income,,3515827
5498,Ireland,1987,37.5,1.61,7.12,16.89,Europe,OECD,High income,,3515827
5499,Ireland,1987,40.3,1.94,14,14.2,Europe,OECD,High income,,3571760
5500,Ireland,1987,35.2,1.45,7.05,17.2,Europe,OECD,High income,,3571760
5501,Ireland,1987,33,,,,Europe,OECD,High income,,3571760
5502,Ireland,1987,50.3,,,,Europe,OECD,High income,,3571760
5503,Ireland,1994,36.9,1.58,6.37,18.44,Europe,OECD,High income,25249,3567918
5504,Ireland,1994,33.9,1.35,5.36,19.34,Europe,OECD,High income,25249,3567918
5505,Ireland,1994,36.2,1.53,7.46,16.4,Europe,OECD,High income,24839,3626799
5506,Ireland,1995,37,1.55,6.45,18.42,Europe,OECD,High income,27494,3592180
5507,Ireland,1995,34.5,1.4,5.58,19.09,Europe,OECD,High income,27494,3592180
5508,Ireland,1995,33,1.3,5.13,20,Europe,OECD,High income,27494,3592180
5509,Ireland,1996,35.6,1.45,6.08,18.97,Europe,OECD,High income,29309,3619633
5510,Ireland,1996,33.4,1.32,5.34,19.48,Europe,OECD,High income,29309,3619633
5511,Ireland,1996,33,1.3,5.13,20,Europe,OECD,High income,29309,3619633
5512,Ireland,1997,33,1.3,5.13,20,Europe,OECD,High income,32224,3651096
5513,Ireland,1998,34,1.35,5.13,20,Europe,OECD,High income,34676,3687821
5514,Ireland,1999,32,1.19,5,21,Europe,OECD,High income,37870,3731472
5515,Ireland,2000,33.2,1.3,5.39,20.11,Europe,OECD,High income,40882,3783095
5516,Ireland,2000,31.4,1.17,5.24,20.18,Europe,OECD,High income,40882,3783095
5517,Ireland,2000,30,1.1,4.75,21,Europe,OECD,High income,40882,3783095
5518,Ireland,2001,29,1.05,4.63,21,Europe,OECD,High income,42377,3842253
5519,Ireland,2003,30.6,1.12,4.92,20.8,Europe,OECD,High income,44640,3980077
5520,Ireland,2003,32.89,1.28,5.3,20.21,Europe,OECD,High income,44640,3980077
5521,Ireland,2004,34.2,1.38,5.59,19.66,Europe,OECD,High income,46724,4058131
5522,Ireland,2004,33.1,1.31,5.38,19.55,Europe,OECD,High income,46724,4058131
5523,Ireland,2004,38.5,1.72,6.99,17.31,Europe,OECD,High income,46724,4058131
5524,Ireland,2004,37.5,1.65,6.84,17.07,Europe,OECD,High income,46724,4058131
5525,Ireland,2004,31.5,1.2,4.93,20.5,Europe,OECD,High income,46724,4058131
5526,Ireland,2004,32.3,,,,Europe,OECD,High income,45925,4128749
5527,Ireland,2004,36.9,,,,Europe,OECD,High income,45925,4128749
5528,Ireland,2004,50.9,,,,Europe,OECD,High income,45925,4128749
5529,Ireland,2004,33.61,1.33,5.46,19.95,Europe,OECD,High income,46724,4058131
5530,Ireland,2005,31.9,1.24,5.03,20.4,Europe,OECD,High income,48397,4141218
5531,Ireland,2005,32.4,,,,Europe,OECD,High income,47572,4212977
5532,Ireland,2005,37,,,,Europe,OECD,High income,47572,4212977
5533,Ireland,2005,51.1,,,,Europe,OECD,High income,47572,4212977
5534,Ireland,2005,33.75,1.34,5.42,20.1,Europe,OECD,High income,48397,4141218
5535,Ireland,2006,31.9,1.24,4.88,20.6,Europe,OECD,High income,49776,4230619
5536,Ireland,2006,31.6,,,,Europe,OECD,High income,48935,4303370
5537,Ireland,2006,36.6,,,,Europe,OECD,High income,48935,4303370
5538,Ireland,2006,51.1,,,,Europe,OECD,High income,48935,4303370
5539,Ireland,2006,32.73,1.26,5.18,20.3,Europe,OECD,High income,49776,4230619
5540,Ireland,2007,31.7,1.2,4.85,21.04,Europe,OECD,High income,51287,4324649
5541,Ireland,2007,30.2,1.12,4.62,21.2,Europe,OECD,High income,51287,4324649
5542,Ireland,2007,36.4,1.52,6.09,18.61,Europe,OECD,High income,51287,4324649
5543,Ireland,2007,35.3,1.46,5.96,18.49,Europe,OECD,High income,51287,4324649
5544,Ireland,2007,31.3,1.18,4.79,20.8,Europe,OECD,High income,51287,4324649
5545,Ireland,2007,30.4,,,,Europe,OECD,High income,50430,4398073
5546,Ireland,2007,35.4,,,,Europe,OECD,High income,50430,4398073
5547,Ireland,2007,51.3,,,,Europe,OECD,High income,50430,4398073
5548,Ireland,2007,31.95,1.22,4.93,20.94,Europe,OECD,High income,51287,4324649
5549,Ireland,2008,29.9,1.11,4.43,21.6,Europe,OECD,High income,47977,4415871
5550,Ireland,2008,29.5,,,,Europe,OECD,High income,47189,4489589
5551,Ireland,2008,35.1,,,,Europe,OECD,High income,47189,4489589
5552,Ireland,2008,53.8,,,,Europe,OECD,High income,47189,4489589
5553,Ireland,2008,30.9,1.16,4.79,21.19,Europe,OECD,High income,47977,4415871
5554,Ireland,2009,28.8,1.04,4.26,22,Europe,OECD,High income,44742,4494572
5555,Ireland,2009,31.2,,,,Europe,OECD,High income,44023,4568064
5556,Ireland,2009,37.7,,,,Europe,OECD,High income,44023,4568064
5557,Ireland,2009,57.9,,,,Europe,OECD,High income,44023,4568064
5558,Ireland,2009,32.68,1.26,5.31,20.31,Europe,OECD,High income,44742,4494572
5559,Ireland,2010,31.9,1.19,5.14,20.58,Europe,OECD,High income," $44,955.00 "," 4,554,330.00 "
5560,Ireland,2010,29.4,1.05,4.55,21.45,Europe,OECD,High income," $44,955.00 "," 4,554,330.00 "
5561,Ireland,2010,38.3,1.68,7.08,17.28,Europe,OECD,High income," $44,955.00 "," 4,554,330.00 "
5562,Ireland,2010,36.7,1.53,6.42,17.69,Europe,OECD,High income," $44,955.00 "," 4,554,330.00 "
5563,Ireland,2010,30.7,1.15,4.71,21.2,Europe,OECD,High income," $44,955.00 "," 4,554,330.00 "
5564,Ireland,2010,29.8,,,,Europe,OECD,High income," $44,249.00 "," 4,626,928.00 "
5565,Ireland,2010,37,,,,Europe,OECD,High income," $44,249.00 "," 4,626,928.00 "
5566,Ireland,2010,57.8,,,,Europe,OECD,High income," $44,249.00 "," 4,626,928.00 "
5567,Ireland,2010,32.3,1.23,5.3,20.3,Europe,OECD,High income," $44,955.00 "," 4,554,330.00 "
5568,Ireland,2011,29.8,1.08,4.65,21.5,Europe,OECD,High income," $44,748.00 "," 4,591,115.00 "
5569,Ireland,2011,30.7,,,,Europe,OECD,High income," $44,062.00 "," 4,662,579.00 "
5570,Ireland,2011,36.8,,,,Europe,OECD,High income," $44,062.00 "," 4,662,579.00 "
5571,Ireland,2011,56.7,,,,Europe,OECD,High income," $44,062.00 "," 4,662,579.00 "
5572,Ireland,2011,32.87,1.27,5.45,20.11,Europe,OECD,High income," $44,748.00 "," 4,591,115.00 "
5573,Ireland,2012,30.4,1.11,4.81,21.2,Europe,OECD,High income," $44,682.00 "," 4,608,199.00 "
5574,Ireland,2012,31,,,,Europe,OECD,High income," $44,014.00 "," 4,678,117.00 "
5575,Ireland,2012,37.8,,,,Europe,OECD,High income," $44,014.00 "," 4,678,117.00 "
5576,Ireland,2012,58,,,,Europe,OECD,High income," $44,014.00 "," 4,678,117.00 "
5577,Ireland,2012,33.22,1.29,5.47,20.01,Europe,OECD,High income," $44,682.00 "," 4,608,199.00 "
5578,Ireland,2013,30.7,1.14,4.76,21.1,Europe,OECD,High income," $45,215.00 "," 4,615,426.00 "
5579,Ireland,2013,30.8,,,,Europe,OECD,High income," $44,573.00 "," 4,681,967.00 "
5580,Ireland,2013,38.1,,,,Europe,OECD,High income," $44,573.00 "," 4,681,967.00 "
5581,Ireland,2013,57.3,,,,Europe,OECD,High income," $44,573.00 "," 4,681,967.00 "
5582,Ireland,2013,33.49,1.31,5.62,19.81,Europe,OECD,High income," $45,215.00 "," 4,615,426.00 "
5583,Ireland,2014,31.1,1.16,4.9,20.9,Europe,OECD,High income," $48,963.00 "," 4,626,852.00 "
5584,Ireland,2014,29.8,,,,Europe,OECD,High income," $48,341.00 "," 4,686,347.00 "
5585,Ireland,2014,36.6,,,,Europe,OECD,High income," $48,341.00 "," 4,686,347.00 "
5586,Ireland,2014,54.9,,,,Europe,OECD,High income," $48,341.00 "," 4,686,347.00 "
5587,Ireland,2014,31.87,1.2,5.07,20.7,Europe,OECD,High income," $48,963.00 "," 4,626,852.00 "
5588,Ireland,2015,29.7,1.07,4.48,21.6,Europe,OECD,High income," $60,947.00 "," 4,652,420.00 "
5589,Ireland,2015,29.7,1.1,4.52,21.44,Europe,OECD,High income," $60,947.00 "," 4,652,420.00 "
5590,Ireland,2015,31.82,1.22,5.03,20.85,Europe,OECD,High income," $60,947.00 "," 4,652,420.00 "
5591,Ireland,2016,29.6,1.1,4.47,21.6,Europe,OECD,High income," $62,604.00 "," 4,695,790.00 "
5592,Ireland,2016,30.9,1.15,4.75,21.03,Europe,OECD,High income," $62,604.00 "," 4,695,790.00 "
5593,Ireland,2017,30.6,1.14,4.65,21.3,Europe,OECD,High income," $66,885.00 "," 4,753,281.00 "
5594,Israel,1944,28.5,1.04,4.42,21.7,Asia,OECD,High income,,
5595,Israel,1950,23.4,0.8,3.33,24.7,Asia,OECD,High income,,1257971
5596,Israel,1954,29.6,1.09,4.64,21.3,Asia,OECD,High income,,1635781
5597,Israel,1957,25.2,0.86,3.75,24.2,Asia,OECD,High income,,1868581
5598,Israel,1957,31.4,1.14,5.42,19.9,Asia,OECD,High income,,1868581
5599,Israel,1957,31.6,,,,Asia,OECD,High income,,1868581
5600,Israel,1957,30,,5.79,20.2,Asia,OECD,High income,,1868581
5601,Israel,1958,35.7,1.53,8.53,16.8,Asia,OECD,High income,,1939451
5602,Israel,1961,37.1,1.65,9.49,16.2,Asia,OECD,High income,,2174267
5603,Israel,1963,29.4,1.07,4.55,22,Asia,OECD,High income,,2355932
5604,Israel,1963,33.3,1.24,6.61,18.6,Asia,OECD,High income,,2355932
5605,Israel,1969,38.4,1.67,8.7,16.2,Asia,OECD,High income,,2775162
5606,Israel,1976,36.4,1.63,6.59,18.2,Asia,OECD,High income,,3427664
5607,Israel,1979,36.3,1.42,5.4,18.46,Asia,OECD,High income,,3628307
5608,Israel,1979,30.4,1.08,4.5,21.01,Asia,OECD,High income,,3628307
5609,Israel,1979,40.4,1.86,8.2,15.73,Asia,OECD,High income,,3628307
5610,Israel,1979,35.8,1.43,6.36,17.96,Asia,OECD,High income,,3628307
5611,Israel,1979,36.33,1.52,6.41,17.75,Asia,OECD,High income,,3628307
5612,Israel,1985,32.6,,,,Asia,OECD,High income,,4082787
5613,Israel,1985,47.2,,,,Asia,OECD,High income,,4082787
5614,Israel,1986,36.5,1.53,6.61,17.58,Asia,OECD,High income,,4100543
5615,Israel,1986,31,1.14,4.89,20.52,Asia,OECD,High income,,4100543
5616,Israel,1986,41.7,2.03,8.81,15.13,Asia,OECD,High income,,4100543
5617,Israel,1986,37.7,1.63,6.91,17.2,Asia,OECD,High income,,4100543
5618,Israel,1986,36.49,1.53,6.61,17.57,Asia,OECD,High income,,4100543
5619,Israel,1987,48.2,3.47,31.63,9.3,Asia,OECD,High income,,4216179
5620,Israel,1990,32.9,,,,Asia,OECD,High income,21463,4500475
5621,Israel,1990,47.6,,,,Asia,OECD,High income,21463,4500475
5622,Israel,1992,35.5,1.46,6.13,18.37,Asia,OECD,High income,23592,4752826
5623,Israel,1992,30.5,1.11,4.75,20.84,Asia,OECD,High income,23592,4752826
5624,Israel,1992,40,1.85,7.82,16.15,Asia,OECD,High income,23592,4752826
5625,Israel,1992,36.3,1.51,6.39,17.9,Asia,OECD,High income,23592,4752826
5626,Israel,1992,37.1,1.58,6.69,17.48,Asia,OECD,High income,23592,4752826
5627,Israel,1992,33.4,1.28,5.57,19.21,Asia,OECD,High income,23592,4752826
5628,Israel,1992,35.51,1.46,6.12,18.37,Asia,OECD,High income,23592,4752826
5629,Israel,1992,30.5,,,,Asia,OECD,High income,23317,4808858
5630,Israel,1992,45.3,,,,Asia,OECD,High income,23317,4808858
5631,Israel,1995,50.5,3.86,21.31,9.9,Asia,OECD,High income,25066,5333719
5632,Israel,1995,33.8,,,,Asia,OECD,High income,25066,5333719
5633,Israel,1995,49.4,,,,Asia,OECD,High income,25066,5333719
5634,Israel,1997,38.1,1.67,7.23,16.85,Asia,OECD,High income,26267,5566551
5635,Israel,1997,33.7,1.31,5.75,18.99,Asia,OECD,High income,26267,5566551
5636,Israel,1997,43.1,2.2,9.36,14.62,Asia,OECD,High income,26267,5566551
5637,Israel,1997,39.7,1.82,7.79,16.2,Asia,OECD,High income,26267,5566551
5638,Israel,1997,40.6,1.9,8.18,15.89,Asia,OECD,High income,26267,5566551
5639,Israel,1997,36.9,1.56,6.79,17.61,Asia,OECD,High income,26267,5566551
5640,Israel,1997,38.1,1.67,7.22,16.86,Asia,OECD,High income,26267,5566551
5641,Israel,2000,34.7,,,,Asia,OECD,High income,28015,6013741
5642,Israel,2000,50.4,,,,Asia,OECD,High income,28015,6013741
5643,Israel,2001,39.1,1.78,7.74,16.23,Asia,OECD,High income,27815,6060679
5644,Israel,2001,35,1.42,6.14,18.29,Asia,OECD,High income,27815,6060679
5645,Israel,2001,44.4,2.37,10.25,13.89,Asia,OECD,High income,27815,6060679
5646,Israel,2001,41.5,2,8.5,15.34,Asia,OECD,High income,27815,6060679
