Country,Year (2010-2018),Gini_index,Palma,Ratio: [top20_bottom20],Bottom 40,Region,OECD, GDP_PPP [USD2011] , Population ,N/A
"Korea, Republic of",2010,31,1.12,5.64,20.16,Asia,OECD,"$30,357.00 ","49,545,636.00",N/A
"Korea, Republic of",2010,32.7,1.24,5.65,19.78,Asia,OECD,"$30,357.00 ","49,545,636.00",N/A
"Korea, Republic of",2010,31.5,1.15,5.72,19.95,Asia,OECD,"$30,357.00 ","49,545,636.00",N/A
"Korea, Republic of",2010,26.2,0.91,3.75,23.8,Asia,OECD,"$30,357.00 ","49,545,636.00",N/A
"Korea, Republic of",2010,25.6,0.87,3.81,23.74,Asia,OECD,"$30,357.00 ","49,545,636.00",N/A
"Korea, Republic of",2010,31,N/A,N/A,N/A,Asia,OECD,"$30,353.00 ","49,552,855.00",N/A
"Korea, Republic of",2010,34.1,N/A,N/A,N/A,Asia,OECD,"$30,353.00 ","49,552,855.00",N/A
"Korea, Republic of",2010,32.02,1.2,5.43,20.15,Asia,OECD,"$30,357.00 ","49,545,636.00",N/A
"Korea, Republic of",2011,31.1,N/A,N/A,N/A,Asia,OECD,"$31,349.00 ","49,744,659.00",N/A
"Korea, Republic of",2011,34.2,N/A,N/A,N/A,Asia,OECD,"$31,349.00 ","49,744,659.00",N/A
"Korea, Republic of",2012,31.8,1.19,5.51,20.1,Asia,OECD,"$31,865.00 ","50,060,640.00",N/A
"Korea, Republic of",2012,30.7,1.1,5.53,20.25,Asia,OECD,"$31,865.00 ","50,060,640.00",N/A
"Korea, Republic of",2012,32.3,1.22,5.58,19.9,Asia,OECD,"$31,865.00 ","50,060,640.00",N/A
"Korea, Republic of",2012,31.3,1.14,5.66,19.97,Asia,OECD,"$31,865.00 ","50,060,640.00",N/A
"Korea, Republic of",2012,25.7,0.9,3.63,24.21,Asia,OECD,"$31,865.00 ","50,060,640.00",N/A
"Korea, Republic of",2012,24.9,0.85,3.64,24.25,Asia,OECD,"$31,865.00 ","50,060,640.00",N/A
"Korea, Republic of",2012,30.7,N/A,N/A,N/A,Asia,OECD,"$31,934.00 ","49,952,244.00",N/A
"Korea, Republic of",2012,33.8,N/A,N/A,N/A,Asia,OECD,"$31,934.00 ","49,952,244.00",N/A
"Korea, Republic of",2012,31.56,1.17,5.35,20.29,Asia,OECD,"$31,865.00 ","50,060,640.00",N/A
"Korea, Republic of",2013,30.2,N/A,N/A,N/A,Asia,OECD,"$32,717.00 ","50,169,242.00",N/A
"Korea, Republic of",2013,33.6,N/A,N/A,N/A,Asia,OECD,"$32,717.00 ","50,169,242.00",N/A
"Korea, Republic of",2014,30.2,N/A,N/A,N/A,Asia,OECD,"$33,665.00 ","50,385,560.00",N/A
"Korea, Republic of",2014,34.1,N/A,N/A,N/A,Asia,OECD,"$33,665.00 ","50,385,560.00",N/A
"Korea, Republic of",2015,29.5,N/A,N/A,N/A,Asia,OECD,"$34,462.00 ","50,593,662.00",N/A
"Korea, Republic of",2015,34.1,N/A,N/A,N/A,Asia,OECD,"$34,462.00 ","50,593,662.00",N/A
"Korea, Republic of",2017,35.5,1.44,6.99,17.89,Asia,OECD,"$36,198.00 ","51,096,408.00",N/A
Kosovo,2010,33.25,1.29,5.34,19.91,Europe,Non-OECD,$8.00 ,"177,600,000.00",N/A
Kosovo,2011,27.83,0.98,4.1,22.78,Europe,Non-OECD,$8.00 ,"179,100,006.40",N/A
Kosovo,2012,28.97,1.06,4.3,22.24,Europe,Non-OECD,$8.00 ,"180,499,993.60",N/A
Kosovo,2013,26.31,0.92,3.74,23.88,Europe,Non-OECD,$9.00 ,"182,400,000.00",N/A
Kosovo,2014,27.27,0.96,4.01,22.98,Europe,Non-OECD,$9.00 ,"182,200,000.00",N/A
Kosovo,2015,26.45,0.92,3.79,23.51,Europe,Non-OECD,$9.00 ,"180,200,000.00",N/A
Kosovo,2016,26.72,0.93,3.85,23.42,Europe,Non-OECD,$9.00 ,"181,600,000.00",N/A
Kosovo,2017,29.01,1.08,4.21,22.75,Europe,Non-OECD,$10.00 ,"183,100,006.40",N/A
Kyrgyzstan,2010,30.13,1.12,4.52,21.92,Asia,Non-OECD,"$2,803.00 ","5,422,298.00",N/A
Kyrgyzstan,2011,27.84,1.01,3.9,23.18,Asia,Non-OECD,"$2,919.00 ","5,517,927.00",N/A
Kyrgyzstan,2012,27.36,0.98,3.88,23.51,Asia,Non-OECD,"$2,859.00 ","5,621,583.00",N/A
Kyrgyzstan,2013,28.82,1.06,4.12,22.6,Asia,Non-OECD,"$3,110.00 ","5,731,312.00",N/A
Kyrgyzstan,2014,26.82,0.96,3.69,23.83,Asia,Non-OECD,"$3,172.00 ","5,844,521.00",N/A
Kyrgyzstan,2015,29,1.08,4.09,22.92,Asia,Non-OECD,"$3,232.00 ","5,959,126.00",N/A
Kyrgyzstan,2016,26.78,0.96,3.7,23.91,Asia,Non-OECD,"$3,307.00 ","6,074,327.00",N/A
Kyrgyzstan,2017,27.34,0.99,3.78,23.59,Asia,Non-OECD,"$3,398.00 ","6,189,727.00",N/A
Laos,2013,36.39,1.56,5.9,19.1,Asia,Non-OECD,"$5,079.00 ","6,541,302.00",N/A
Latvia,2010,35.9,1.48,6.84,17.9,Europe,OECD,"$18,068.00 ","2,118,855.00",N/A
Latvia,2010,34.7,N/A,N/A,N/A,Europe,OECD,"$18,069.00 ","2,118,848.00",N/A
Latvia,2010,38.2,N/A,N/A,N/A,Europe,OECD,"$18,069.00 ","2,118,848.00",N/A
Latvia,2010,52,N/A,N/A,N/A,Europe,OECD,"$18,069.00 ","2,118,848.00",N/A
Latvia,2010,35.03,1.42,6.76,18.44,Europe,OECD,"$18,068.00 ","2,118,855.00",N/A
Latvia,2011,35.1,1.41,6.52,18.5,Europe,OECD,"$19,453.00 ","2,093,606.00",N/A
Latvia,2011,35.2,N/A,N/A,N/A,Europe,OECD,"$19,464.00 ","2,092,493.00",N/A
Latvia,2011,38.6,N/A,N/A,N/A,Europe,OECD,"$19,464.00 ","2,092,493.00",N/A
Latvia,2011,51.5,N/A,N/A,N/A,Europe,OECD,"$19,464.00 ","2,092,493.00",N/A
Latvia,2011,35.77,1.47,6.68,18.55,Europe,OECD,"$19,453.00 ","2,093,606.00",N/A
Latvia,2012,35.7,1.47,6.45,18.4,Europe,OECD,"$20,479.00 ","2,069,018.13",N/A
Latvia,2012,34.7,N/A,N/A,N/A,Europe,OECD,"$20,505.00 ","2,066,374.00",N/A
Latvia,2012,38.2,N/A,N/A,N/A,Europe,OECD,"$20,505.00 ","2,066,374.00",N/A
Latvia,2012,50.5,N/A,N/A,N/A,Europe,OECD,"$20,505.00 ","2,066,374.00",N/A
Latvia,2012,35.24,1.42,6.51,18.69,Europe,OECD,"$20,479.00 ","2,069,018.13",N/A
Latvia,2013,35.2,1.42,6.36,18.4,Europe,OECD,"$21,223.00 ","2,044,950.00",N/A
Latvia,2013,35.1,N/A,N/A,N/A,Europe,OECD,"$21,266.00 ","2,040,784.00",N/A
Latvia,2013,38.2,N/A,N/A,N/A,Europe,OECD,"$21,266.00 ","2,040,784.00",N/A
Latvia,2013,49.9,N/A,N/A,N/A,Europe,OECD,"$21,266.00 ","2,040,784.00",N/A
Latvia,2013,35.5,1.43,6.55,18.69,Europe,OECD,"$21,223.00 ","2,044,950.00",N/A
Latvia,2014,35.5,1.45,6.49,18.3,Europe,OECD,"$21,871.00 ","2,021,220.00",N/A
Latvia,2014,35,N/A,N/A,N/A,Europe,OECD,"$21,927.00 ","2,016,125.00",N/A
Latvia,2014,37.8,N/A,N/A,N/A,Europe,OECD,"$21,927.00 ","2,016,125.00",N/A
Latvia,2014,48.7,N/A,N/A,N/A,Europe,OECD,"$21,927.00 ","2,016,125.00",N/A
Latvia,2014,35.11,1.41,6.4,18.89,Europe,OECD,"$21,871.00 ","2,021,220.00",N/A
Latvia,2015,35.4,1.45,6.55,18.1,Europe,OECD,"$22,787.00 ","1,997,675.00",N/A
Latvia,2015,34.6,N/A,N/A,N/A,Europe,OECD,"$22,844.00 ","1,992,663.00",N/A
Latvia,2015,37.3,N/A,N/A,N/A,Europe,OECD,"$22,844.00 ","1,992,663.00",N/A
Latvia,2015,47.8,N/A,N/A,N/A,Europe,OECD,"$22,844.00 ","1,992,663.00",N/A
Latvia,2015,34.2,1.35,5.86,19.34,Europe,OECD,"$22,787.00 ","1,997,675.00",N/A
Latvia,2016,34.5,1.38,6.24,18.6,Europe,OECD,"$23,533.00 ","1,974,265.00",N/A
Latvia,2016,34.6,1.38,6.41,18.22,Europe,OECD,"$23,533.00 ","1,974,265.00",N/A
Latvia,2017,34.5,1.38,6.29,18.3,Europe,OECD,"$24,916.00 ","1,951,097.00",N/A
Latvia,2018,35.6,1.46,6.74,17.9,Europe,OECD,"$26,411.00 ","1,928,461.00",N/A
Lebanon,2012,31.83,1.21,5.08,20.55,Asia,Non-OECD,"$13,357.00 ","5,537,620.00",N/A
Lesotho,2010,54.18,4.25,20.5,9.63,Africa,Non-OECD,"$2,419.00 ","1,995,575.00",N/A
Liberia,2014,33.24,1.31,5.33,19.89,Africa,Non-OECD,"$1,258.00 ","4,359,508.00",N/A
Liberia,2016,35.27,1.44,5.94,18.81,Africa,Non-OECD,"$1,176.00 ","4,586,788.00",N/A
Lithuania,2010,32.5,1.24,5.65,19.79,Europe,OECD,"$20,892.00 ","3,123,825.00",N/A
Lithuania,2010,32.3,1.21,5.43,19.77,Europe,OECD,"$20,892.00 ","3,123,825.00",N/A
Lithuania,2010,35,1.41,6.44,18.68,Europe,OECD,"$20,892.00 ","3,123,825.00",N/A
Lithuania,2010,35.4,1.41,6.4,18.07,Europe,OECD,"$20,892.00 ","3,123,825.00",N/A
Lithuania,2010,37,1.55,7.37,17.7,Europe,OECD,"$20,892.00 ","3,123,825.00",N/A
Lithuania,2010,32.9,N/A,N/A,N/A,Europe,OECD,"$20,892.00 ","3,123,803.00",N/A
Lithuania,2010,36,N/A,N/A,N/A,Europe,OECD,"$20,892.00 ","3,123,803.00",N/A
Lithuania,2010,53.2,N/A,N/A,N/A,Europe,OECD,"$20,892.00 ","3,123,803.00",N/A
Lithuania,2010,33.62,1.31,6.21,18.95,Europe,OECD,"$20,892.00 ","3,123,825.00",N/A
Lithuania,2011,33,1.26,5.81,19.4,Europe,OECD,"$22,445.00 ","3,083,402.00",N/A
Lithuania,2011,32.2,N/A,N/A,N/A,Europe,OECD,"$22,470.00 ","3,079,881.00",N/A
Lithuania,2011,34.9,N/A,N/A,N/A,Europe,OECD,"$22,470.00 ","3,079,881.00",N/A
Lithuania,2011,51.1,N/A,N/A,N/A,Europe,OECD,"$22,470.00 ","3,079,881.00",N/A
Lithuania,2011,32.49,1.23,5.6,19.91,Europe,OECD,"$22,445.00 ","3,083,402.00",N/A
Lithuania,2012,32,1.19,5.34,20,Europe,OECD,"$23,593.00 ","3,045,561.00",N/A
Lithuania,2012,35,N/A,N/A,N/A,Europe,OECD,"$23,658.00 ","3,037,246.00",N/A
Lithuania,2012,37.3,N/A,N/A,N/A,Europe,OECD,"$23,658.00 ","3,037,246.00",N/A
Lithuania,2012,53.1,N/A,N/A,N/A,Europe,OECD,"$23,658.00 ","3,037,246.00",N/A
Lithuania,2012,35.1,1.43,6.41,18.79,Europe,OECD,"$23,593.00 ","3,045,561.00",N/A
Lithuania,2013,34.7,1.4,5.98,19.17,Europe,OECD,"$24,716.00 ","3,008,938.00",N/A
Lithuania,2013,34.8,1.4,5.96,18.81,Europe,OECD,"$24,716.00 ","3,008,938.00",N/A
Lithuania,2013,36.6,1.53,6.58,18.08,Europe,OECD,"$24,716.00 ","3,008,938.00",N/A
Lithuania,2013,36.9,1.55,6.8,17.41,Europe,OECD,"$24,716.00 ","3,008,938.00",N/A
Lithuania,2013,34.6,1.4,6.04,18.9,Europe,OECD,"$24,716.00 ","3,008,938.00",N/A
Lithuania,2013,35.2,N/A,N/A,N/A,Europe,OECD,"$24,811.00 ","2,997,334.00",N/A
Lithuania,2013,37.2,N/A,N/A,N/A,Europe,OECD,"$24,811.00 ","2,997,334.00",N/A
Lithuania,2013,51.1,N/A,N/A,N/A,Europe,OECD,"$24,811.00 ","2,997,334.00",N/A
Lithuania,2013,35.31,1.44,6.32,18.77,Europe,OECD,"$24,716.00 ","3,008,938.00",N/A
Lithuania,2014,35,1.41,6.1,18.9,Europe,OECD,"$25,912.00 ","2,971,498.00",N/A
Lithuania,2014,38.1,N/A,N/A,N/A,Europe,OECD,"$25,997.00 ","2,961,846.00",N/A
Lithuania,2014,40.2,N/A,N/A,N/A,Europe,OECD,"$25,997.00 ","2,961,846.00",N/A
Lithuania,2014,53.3,N/A,N/A,N/A,Europe,OECD,"$25,997.00 ","2,961,846.00",N/A
Lithuania,2014,37.68,1.64,7.31,17.64,Europe,OECD,"$25,912.00 ","2,971,498.00",N/A
Lithuania,2015,37.9,1.66,7.4,17.3,Europe,OECD,"$26,793.00 ","2,931,872.00",N/A
Lithuania,2015,37.2,N/A,N/A,N/A,Europe,OECD,"$26,793.00 ","2,931,926.00",N/A
Lithuania,2015,38.9,N/A,N/A,N/A,Europe,OECD,"$26,793.00 ","2,931,926.00",N/A
Lithuania,2015,51.5,N/A,N/A,N/A,Europe,OECD,"$26,793.00 ","2,931,926.00",N/A
Lithuania,2015,37.37,1.61,7.19,17.77,Europe,OECD,"$26,793.00 ","2,931,872.00",N/A
Lithuania,2016,37,1.58,7.1,17.5,Europe,OECD,"$27,825.00 ","2,889,555.00",N/A
Lithuania,2016,37.8,1.65,7.5,16.97,Europe,OECD,"$27,825.00 ","2,889,555.00",N/A
Lithuania,2017,37.6,1.65,7.32,17.2,Europe,OECD,"$29,427.00 ","2,845,419.00",N/A
Lithuania,2018,36.9,1.58,7.1,17.5,Europe,OECD,"$30,935.00 ","2,801,270.00",N/A
Luxembourg,2010,30.8,1.15,4.83,20.9,Europe,OECD,"$91,574.00 ","507,890.00",N/A
Luxembourg,2010,27.1,0.94,3.93,22.93,Europe,OECD,"$91,574.00 ","507,890.00",N/A
Luxembourg,2010,33.9,1.35,5.65,19.29,Europe,OECD,"$91,574.00 ","507,890.00",N/A
Luxembourg,2010,30.5,1.11,4.63,20.99,Europe,OECD,"$91,574.00 ","507,890.00",N/A
Luxembourg,2010,27.9,0.99,4.08,22.5,Europe,OECD,"$91,574.00 ","507,890.00",N/A
Luxembourg,2010,27.1,N/A,N/A,N/A,Europe,OECD,"$91,574.00 ","507,889.00",N/A
Luxembourg,2010,30.5,N/A,N/A,N/A,Europe,OECD,"$91,574.00 ","507,889.00",N/A
Luxembourg,2010,46.7,N/A,N/A,N/A,Europe,OECD,"$91,574.00 ","507,889.00",N/A
Luxembourg,2010,30.5,1.13,4.75,21.06,Europe,OECD,"$91,574.00 ","507,890.00",N/A
Luxembourg,2011,27.2,0.95,3.98,22.8,Europe,OECD,"$91,834.00 ","519,312.00",N/A
Luxembourg,2011,27.7,N/A,N/A,N/A,Europe,OECD,"$91,723.00 ","519,941.00",N/A
Luxembourg,2011,31.6,N/A,N/A,N/A,Europe,OECD,"$91,723.00 ","519,941.00",N/A
Luxembourg,2011,48,N/A,N/A,N/A,Europe,OECD,"$91,723.00 ","519,941.00",N/A
Luxembourg,2011,32.05,1.21,5.14,20.12,Europe,OECD,"$91,834.00 ","519,312.00",N/A
Luxembourg,2012,28,0.99,4.15,22.4,Europe,OECD,"$89,521.00 ","530,855.00",N/A
Luxembourg,2012,29.9,N/A,N/A,N/A,Europe,OECD,"$89,263.00 ","532,387.00",N/A
Luxembourg,2012,33.4,N/A,N/A,N/A,Europe,OECD,"$89,263.00 ","532,387.00",N/A
Luxembourg,2012,49.9,N/A,N/A,N/A,Europe,OECD,"$89,263.00 ","532,387.00",N/A
Luxembourg,2012,34.34,1.37,5.67,19.16,Europe,OECD,"$89,521.00 ","530,855.00",N/A
Luxembourg,2013,32.8,1.25,5.51,19.64,Europe,OECD,"$90,791.00 ","542,554.00",N/A
Luxembourg,2013,28.4,1,4.34,22.16,Europe,OECD,"$90,791.00 ","542,554.00",N/A
Luxembourg,2013,36,1.48,6.47,17.97,Europe,OECD,"$90,791.00 ","542,554.00",N/A
Luxembourg,2013,31.8,1.19,5.09,20.21,Europe,OECD,"$90,791.00 ","542,554.00",N/A
Luxembourg,2013,30.4,1.13,4.62,21.4,Europe,OECD,"$90,791.00 ","542,554.00",N/A
Luxembourg,2013,28,N/A,N/A,N/A,Europe,OECD,"$90,430.00 ","544,721.00",N/A
Luxembourg,2013,31.6,N/A,N/A,N/A,Europe,OECD,"$90,430.00 ","544,721.00",N/A
Luxembourg,2013,48,N/A,N/A,N/A,Europe,OECD,"$90,430.00 ","544,721.00",N/A
Luxembourg,2013,32.04,1.2,5.19,20.14,Europe,OECD,"$90,791.00 ","542,554.00",N/A
Luxembourg,2014,28.7,1.01,4.4,22.1,Europe,OECD,"$92,650.00 ","554,512.00",N/A
Luxembourg,2014,28.4,N/A,N/A,N/A,Europe,OECD,"$92,350.00 ","556,316.00",N/A
Luxembourg,2014,31.6,N/A,N/A,N/A,Europe,OECD,"$92,350.00 ","556,316.00",N/A
Luxembourg,2014,47.9,N/A,N/A,N/A,Europe,OECD,"$92,350.00 ","556,316.00",N/A
Luxembourg,2014,31.16,1.17,4.93,20.8,Europe,OECD,"$92,650.00 ","554,512.00",N/A
Luxembourg,2015,28.5,1.01,4.23,22.4,Europe,OECD,"$94,201.00 ","566,741.00",N/A
Luxembourg,2015,33.79,1.32,5.71,19.24,Europe,OECD,"$94,201.00 ","566,741.00",N/A
Luxembourg,2016,31,1.15,5.01,20.9,Europe,OECD,"$94,386.00 ","579,266.00",N/A
Luxembourg,2016,30.4,1.11,4.87,20.96,Europe,OECD,"$94,386.00 ","579,266.00",N/A
Luxembourg,2017,30.9,1.14,5.03,20.7,Europe,OECD,"$93,797.00 ","591,914.00",N/A
Madagascar,2010,42.42,2.11,8.08,16.29,Africa,Non-OECD,"$1,386.00 ","21,151,640.00",N/A
Madagascar,2010,39.3,1.8,6.96,17.71,Africa,Non-OECD,"$1,386.00 ","21,151,640.00",N/A
Madagascar,2012,42.65,2.13,8.64,15.75,Africa,Non-OECD,"$1,371.00 ","22,346,640.00",N/A
Malawi,2011,45.2,N/A,9.26,14.96,Africa,Non-OECD,"$1,051.00 ","15,627,618.00",N/A
Malawi,2011,37.5,N/A,N/A,N/A,Africa,Non-OECD,"$1,051.00 ","15,627,618.00",N/A
Malawi,2011,49.1,N/A,N/A,N/A,Africa,Non-OECD,"$1,051.00 ","15,627,618.00",N/A
Malawi,2011,45.48,2.48,9.36,14.85,Africa,Non-OECD,"$1,098.00 ","14,962,118.00",N/A
Malawi,2017,44.69,2.35,8.09,16.21,Africa,Non-OECD,"$1,154.00 ","17,670,194.00",N/A
Malaysia,2011,43.94,2.29,9.58,14.5,Asia,Non-OECD,"$21,807.00 ","28,650,962.00",N/A
Malaysia,2012,43.1,N/A,N/A,N/A,Asia,Non-OECD,"$22,591.00 ","29,170,456.00",N/A
Malaysia,2012,38.2,N/A,N/A,N/A,Asia,Non-OECD,"$22,591.00 ","29,170,456.00",N/A
Malaysia,2012,41.7,N/A,N/A,N/A,Asia,Non-OECD,"$22,591.00 ","29,170,456.00",N/A
Malaysia,2013,41.35,1.99,8.15,15.96,Asia,Non-OECD,"$23,412.00 ","29,468,924.00",N/A
Malaysia,2014,40.1,N/A,N/A,N/A,Asia,Non-OECD,"$24,195.00 ","30,228,017.00",N/A
Malaysia,2014,35.5,N/A,N/A,N/A,Asia,Non-OECD,"$24,195.00 ","30,228,017.00",N/A
Malaysia,2014,39.1,N/A,N/A,N/A,Asia,Non-OECD,"$24,195.00 ","30,228,017.00",N/A
Malaysia,2016,41.04,1.96,8.12,15.93,Asia,Non-OECD,"$26,106.00 ","30,684,652.00",N/A
Maldives,2010,37,1.6,6.14,18,Asia,Non-OECD,"$12,006.00 ","364,511.00",N/A
Maldives,2010,36,N/A,6,19,Asia,Non-OECD,"$12,006.00 ","364,511.00",N/A
Maldives,2010,38,N/A,6.43,18,Asia,Non-OECD,"$12,006.00 ","364,511.00",N/A
Maldives,2010,38.37,1.72,7.07,17.39,Asia,Non-OECD,"$11,965.00 ","365,730.00",N/A
Mali,2010,33.04,1.28,5.18,20.05,Africa,Non-OECD,"$1,875.00 ","15,049,352.00",N/A
Malta,2010,28.6,1.01,4.33,22.2,Europe,Non-OECD,"$28,357.00 ","414,257.00",N/A
Malta,2010,29.03,1.04,4.46,21.86,Europe,Non-OECD,"$28,357.00 ","414,257.00",N/A
Malta,2011,27.2,0.94,4.01,22.8,Europe,Non-OECD,"$28,498.00 ","417,720.00",N/A
Malta,2011,29.14,1.06,4.46,21.95,Europe,Non-OECD,"$28,498.00 ","417,720.00",N/A
Malta,2012,27.1,0.95,3.93,22.9,Europe,Non-OECD,"$28,979.00 ","421,809.00",N/A
Malta,2012,29.36,1.07,4.54,21.92,Europe,Non-OECD,"$28,979.00 ","421,809.00",N/A
Malta,2013,28,1,4.13,22.4,Europe,Non-OECD,"$29,986.00 ","426,144.00",N/A
Malta,2013,28.84,1.04,4.37,22.24,Europe,Non-OECD,"$29,986.00 ","426,144.00",N/A
Malta,2014,27.7,0.99,4.03,22.5,Europe,Non-OECD,"$32,239.00 ","430,190.00",N/A
Malta,2014,28.99,1.05,4.4,22.1,Europe,Non-OECD,"$32,239.00 ","430,190.00",N/A
Malta,2015,28.1,1,4.16,22.3,Europe,Non-OECD,"$35,399.00 ","433,559.00",N/A
Malta,2015,29.42,1.08,4.46,21.92,Europe,Non-OECD,"$35,399.00 ","433,559.00",N/A
Malta,2016,28.6,1.03,4.2,22.2,Europe,Non-OECD,"$37,200.00 ","436,099.00",N/A
Malta,2017,28.2,1,4.23,22.3,Europe,Non-OECD,"$39,528.00 ","437,935.00",N/A
Malta,2018,28.7,1.04,4.25,22.1,Europe,Non-OECD,"$41,992.00 ","439,255.00",N/A
Mauritania,2014,32.62,1.25,5.34,19.9,Africa,Non-OECD,"$3,779.00 ","3,930,894.00",N/A
Mauritius,2012,38.47,1.74,6.59,18.18,Africa,Non-OECD,"$17,126.00 ","1,253,489.00",N/A
Mexico,2010,49.8,3.19,14.75,12.04,Americas,OECD,"$16,160.00 ","114,092,960.00",N/A
Mexico,2010,46.5,2.64,12.35,13.32,Americas,OECD,"$16,160.00 ","114,092,960.00",N/A
Mexico,2010,44.4,2.35,9.86,14.78,Americas,OECD,"$16,160.00 ","114,092,960.00",N/A
Mexico,2010,40.9,1.95,8.16,16.34,Americas,OECD,"$16,160.00 ","114,092,960.00",N/A
Mexico,2010,47.2,2.71,11.26,13.7,Americas,OECD,"$15,716.00 ","117,318,941.00",N/A
Mexico,2010,44.8,2.4,9.98,14.7,Americas,OECD,"$15,716.00 ","117,318,941.00",N/A
Mexico,2010,51,3.41,14.76,11.8,Americas,OECD,"$16,160.00 ","114,092,960.00",N/A
Mexico,2010,46.6,N/A,N/A,N/A,Americas,OECD,"$15,716.00 ","117,318,941.00",N/A
Mexico,2010,47.21,2.72,11.35,13.62,Americas,OECD,"$16,160.00 ","114,092,960.00",N/A
Mexico,2010,45.28,2.46,10,14.51,Americas,OECD,"$16,160.00 ","114,092,960.00",N/A
Mexico,2010,48.8,N/A,N/A,N/A,Americas,OECD,"$15,716.00 ","117,318,941.00",N/A
Mexico,2010,51.1,N/A,N/A,N/A,Americas,OECD,"$15,716.00 ","117,318,941.00",N/A
Mexico,2012,50.9,3.38,15.05,11.83,Americas,OECD,"$16,891.00 ","117,274,160.00",N/A
Mexico,2012,47.2,2.75,12.47,13.19,Americas,OECD,"$16,891.00 ","117,274,160.00",N/A
Mexico,2012,44.4,2.35,9.45,14.99,Americas,OECD,"$16,891.00 ","117,274,160.00",N/A
Mexico,2012,40.4,1.91,7.63,16.84,Americas,OECD,"$16,891.00 ","117,274,160.00",N/A
Mexico,2012,48.7,2.92,11.98,13.1,Americas,OECD,"$16,395.00 ","120,828,307.00",N/A
Mexico,2012,46.3,2.58,10.4,14.2,Americas,OECD,"$16,395.00 ","120,828,307.00",N/A
Mexico,2012,49.9,3.17,13.41,12.3,Americas,OECD,"$16,891.00 ","117,274,160.00",N/A
Mexico,2012,48.3,3.12,13,12.6,Americas,OECD,"$16,395.00 ","120,828,307.00",N/A
Mexico,2012,45.7,N/A,N/A,N/A,Americas,OECD,"$16,395.00 ","120,828,307.00",N/A
Mexico,2012,47.3,N/A,N/A,N/A,Americas,OECD,"$16,395.00 ","120,828,307.00",N/A
Mexico,2012,48.71,2.96,12.05,13.12,Americas,OECD,"$16,891.00 ","117,274,160.00",N/A
Mexico,2012,45.44,2.48,9.85,14.56,Americas,OECD,"$16,891.00 ","117,274,160.00",N/A
Mexico,2014,48.7,2.95,11.62,13.4,Americas,OECD,"$16,616.00 ","124,221,600.00",N/A
Mexico,2014,46.4,2.6,10.13,14.5,Americas,OECD,"$16,616.00 ","124,221,600.00",N/A
Mexico,2014,50.2,3.22,13.24,12.4,Americas,OECD,"$17,150.00 ","120,355,144.00",N/A
Mexico,2014,47.8,N/A,N/A,N/A,Americas,OECD,"$16,616.00 ","124,221,600.00",N/A
Mexico,2014,45.9,2.54,10.43,14.31,Americas,OECD,"$17,150.00 ","120,355,144.00",N/A
Mexico,2014,48.72,2.93,11.54,13.49,Americas,OECD,"$17,150.00 ","120,355,144.00",N/A
Mexico,2014,45.79,2.52,9.71,14.77,Americas,OECD,"$17,150.00 ","120,355,144.00",N/A
Mexico,2016,48.3,2.83,11.02,13.8,Americas,OECD,"$17,204.00 ","127,540,423.00",N/A
Mexico,2016,46.1,2.51,9.65,14.9,Americas,OECD,"$17,204.00 ","127,540,423.00",N/A
Mexico,2016,50.4,3.2,12.66,12.7,Americas,OECD,"$17,791.00 ","123,333,384.00",N/A
Mexico,2016,45.8,2.51,10.27,14.48,Americas,OECD,"$17,791.00 ","123,333,384.00",N/A
Mexico,2016,48.31,2.86,11.03,13.75,Americas,OECD,"$17,791.00 ","123,333,384.00",N/A
Mexico,2016,43.43,2.23,8.72,15.58,Americas,OECD,"$17,791.00 ","123,333,384.00",N/A
Mexico,2018,47.5,2.76,11.32,13.6,Americas,OECD,"$18,102.00 ","126,190,784.00",N/A
"Micronesia, Federated States of",2013,40.06,1.83,8.32,16.2,Oceania,Non-OECD,"$3,141.00 ","105,922.00",N/A
Moldova,2010,32.05,1.23,4.97,20.63,Europe,Non-OECD,"$4,127.00 ","4,086,090.00",N/A
Moldova,2011,30.63,1.14,4.63,21.41,Europe,Non-OECD,"$4,375.00 ","4,079,167.00",N/A
Moldova,2012,29.16,1.06,4.27,22.19,Europe,Non-OECD,"$4,353.00 ","4,075,804.00",N/A
Moldova,2013,28.53,1.03,4.13,22.51,Europe,Non-OECD,"$4,748.00 ","4,074,585.00",N/A
Moldova,2014,26.83,0.94,3.77,23.45,Europe,Non-OECD,"$4,986.00 ","4,073,407.00",N/A
Moldova,2015,27.03,0.96,3.8,23.41,Europe,Non-OECD,"$4,973.00 ","4,070,705.00",N/A
Moldova,2016,26.35,0.94,3.65,24.1,Europe,Non-OECD,"$5,198.00 ","4,066,013.00",N/A
Moldova,2017,25.9,0.9,3.62,24.04,Europe,Non-OECD,"$5,450.00 ","4,059,687.00",N/A
Mongolia,2010,33.08,1.29,5.28,19.93,Asia,Non-OECD,"$7,688.00 ","2,719,902.00",N/A
Mongolia,2011,33.88,1.35,5.39,19.73,Asia,Non-OECD,"$8,853.00 ","2,770,357.00",N/A
Mongolia,2012,33.75,1.34,5.45,19.6,Asia,Non-OECD,"$9,753.00 ","2,824,698.00",N/A
Mongolia,2014,32.04,1.23,4.99,20.67,Asia,Non-OECD,"$11,286.00 ","2,940,111.00",N/A
